cpu_inicio,cpu_final,memoria_inicio,memoria_final,tempo_chegada_server,tempo_saida_server,tempo_inicio_request,tempo_fim_request,tipo_request,id,tempo_bd,tempo_rede
1.249975396,1.249975256,4267667456,4267667456,1471543759860,1471543759862,1471543635400,1471543635444,cadastro,cadastro 54,2,42
1.249970069,1.249970069,4267552768,4267552768,1471543760060,1471543760062,1471543635600,1471543635644,cadastro,cadastro 55,2,42
1.249975887,1.249975677,4267552768,4267552768,1471543760260,1471543760264,1471543635800,1471543635848,cadastro,cadastro 56,4,44
1.249976168,1.249976028,4267933696,4267933696,1471543760460,1471543760461,1471543635999,1471543636044,cadastro,cadastro 57,1,44
1.249969649,1.249975047,4268314624,4268314624,1471543760682,1471543760685,1471543636221,1471543636268,cadastro,cadastro 58,3,44
1.249982126,1.249981986,4268314624,4268314624,1471543760860,1471543760862,1471543636400,1471543636444,cadastro,cadastro 59,2,42
1.249971402,1.249971192,4269064192,4269064192,1471543761059,1471543761061,1471543636599,1471543636649,cadastro,cadastro 60,2,48
1.249974977,1.249974837,4269064192,4269064192,1471543761300,1471543761302,1471543636800,1471543636848,cadastro,cadastro 61,2,46
1.249975118,1.249975118,4269064192,4269064192,1471543761500,1471543761502,1471543637000,1471543637047,cadastro,cadastro 62,2,45
1.249970141,1.249970071,4269064192,4269064192,1471543761696,1471543761698,1471543637233,1471543637280,cadastro,cadastro 63,2,45
1.249972455,1.249972384,4269064192,4269064192,1471543761859,1471543761861,1471543637399,1471543637467,cadastro,cadastro 64,2,66
1.249977501,1.249977501,4269076480,4269076480,1471543762072,1471543762074,1471543637610,1471543637656,cadastro,cadastro 65,2,44
1.249972735,1.249972735,4269076480,4269076480,1471543762260,1471543762262,1471543637800,1471543637844,cadastro,cadastro 66,2,42
1.249967409,1.249967339,4269076480,4269076480,1471543762459,1471543762461,1471543637999,1471543638044,cadastro,cadastro 67,2,43
1.249956335,1.249961872,4269076480,4269076480,1471543762666,1471543762668,1471543638205,1471543638253,cadastro,cadastro 68,2,46
1.249956686,1.249956686,4269076480,4269076480,1471543762862,1471543762864,1471543638403,1471543638448,cadastro,cadastro 69,2,43
1.249954864,1.249954864,4269330432,4269330432,1471543763116,1471543763118,1471543638651,1471543638700,cadastro,cadastro 70,2,47
1.249919054,1.249918984,4269457408,4269457408,1471543764067,1471543764069,1471543639602,1471543639652,cadastro,cadastro 71,2,48
1.249900416,1.249900276,4269838336,4269838336,1471543765102,1471543765104,1471543640641,1471543640688,cadastro,cadastro 72,2,45
1.249874842,1.249874842,4270714880,4270714880,1471543766063,1471543766065,1471543641600,1471543641648,cadastro,cadastro 73,2,46
1.249847309,1.249847238,4270600192,4270600192,1471543767059,1471543767061,1471543642600,1471543642644,cadastro,cadastro 74,2,42
1.24980268,1.24980268,4270600192,4270600192,1471543768065,1471543768067,1471543643600,1471543643653,cadastro,cadastro 75,2,51
1.249764152,1.249764152,4271489024,4271489024,1471543769060,1471543769062,1471543644600,1471543644644,cadastro,cadastro 76,2,42
1.249731162,1.249731021,4271489024,4271489024,1471543770060,1471543770062,1471543645600,1471543645644,cadastro,cadastro 77,2,42
1.249701818,1.249707143,4263997440,4262641664,1471543771090,1471543771093,1471543646613,1471543646676,cadastro,cadastro 78,3,60
1.24966463,1.24966456,4261457920,4261457920,1471543772060,1471543772062,1471543647601,1471543647644,cadastro,cadastro 79,2,41
1.249625764,1.249625764,4261330944,4261330944,1471543773059,1471543773062,1471543648600,1471543648644,cadastro,cadastro 80,3,41
1.249581578,1.249581508,4260139008,4260139008,1471543774060,1471543774062,1471543649599,1471543649644,cadastro,cadastro 81,2,43
1.249548113,1.249547973,4260188160,4260188160,1471543775061,1471543775063,1471543650599,1471543650648,cadastro,cadastro 82,2,47
1.249525788,1.249525788,4260315136,4260315136,1471543776067,1471543776069,1471543651606,1471543651652,cadastro,cadastro 83,2,44
1.249504096,1.249504096,4260061184,4259528704,1471543777060,1471543777063,1471543652600,1471543652648,cadastro,cadastro 84,3,45
1.249510212,1.249515605,4259262464,4259262464,1471543778062,1471543778064,1471543653600,1471543653648,cadastro,cadastro 85,2,46
1.249476966,1.249476896,4259426304,4259426304,1471543779059,1471543779061,1471543654599,1471543654644,cadastro,cadastro 86,2,43
1.249449116,1.249449046,4259299328,4259299328,1471543780061,1471543780063,1471543655600,1471543655648,cadastro,cadastro 87,2,46
1.249410484,1.249410204,4260114432,4260114432,1471543781060,1471543781062,1471543656599,1471543656644,cadastro,cadastro 88,2,43
1.249371575,1.249371505,4259934208,4259934208,1471543782061,1471543782063,1471543657600,1471543657648,cadastro,cadastro 89,2,46
1.249332179,1.249337571,4260315136,4260315136,1471543783070,1471543783072,1471543658610,1471543658657,cadastro,cadastro 90,2,45
1.249299299,1.249304831,4260442112,4259708928,1471543784061,1471543784064,1471543659601,1471543659649,cadastro,cadastro 91,3,45
1.249276785,1.249276785,4259807232,4259807232,1471543785068,1471543785070,1471543660600,1471543660659,cadastro,cadastro 92,2,57
1.249227316,1.249226896,4260061184,4260061184,1471543786066,1471543786069,1471543661600,1471543661659,cadastro,cadastro 93,3,56
1.24922175,1.249227071,4260569088,4260036608,1471543787066,1471543787069,1471543662603,1471543662653,cadastro,cadastro 94,3,47
1.249177469,1.249177469,4260061184,4260315136,1471543788062,1471543788064,1471543663600,1471543663649,cadastro,cadastro 95,2,47
1.249155314,1.249155174,4260696064,4260696064,1471543789066,1471543789068,1471543664601,1471543664653,cadastro,cadastro 96,2,50
1.249120491,1.249120422,4260569088,4260569088,1471543790091,1471543790093,1471543665629,1471543665677,cadastro,cadastro 97,2,46
1.24911633,1.24912179,4260290560,4260290560,1471543791074,1471543791076,1471543666612,1471543666660,cadastro,cadastro 98,2,46
1.24910027,1.24910006,4260315136,4260315136,1471543792062,1471543792064,1471543667600,1471543667648,cadastro,cadastro 99,2,46
1.249061394,1.249066923,4260696064,4260696064,1471543793066,1471543793068,1471543668600,1471543668654,cadastro,cadastro 100,2,52
1.249028191,1.24903358,4261457920,4260655104,1471543794066,1471543794069,1471543669600,1471543669655,cadastro,cadastro 101,3,52
1.249000659,1.249000589,4261076992,4261076992,1471543795063,1471543795065,1471543670600,1471543670649,cadastro,cadastro 102,2,47
1.248956264,1.248956124,4261330944,4261330944,1471543796065,1471543796067,1471543671600,1471543671654,cadastro,cadastro 103,2,52
1.248934266,1.248934127,4261076992,4260544512,1471543797064,1471543797067,1471543672600,1471543672652,cadastro,cadastro 104,3,49
1.248906813,1.248906743,4260696064,4260696064,1471543798059,1471543798061,1471543673599,1471543673644,cadastro,cadastro 105,2,43
1.248879151,1.248879012,4261175296,4261175296,1471543799064,1471543799066,1471543674599,1471543674650,cadastro,cadastro 106,2,49
1.248862828,1.248862828,4261650432,4261650432,1471543800063,1471543800065,1471543675599,1471543675650,cadastro,cadastro 107,2,49
1.248829714,1.248829714,4260954112,4260954112,1471543801062,1471543801064,1471543676601,1471543676648,cadastro,cadastro 108,2,45
1.248790795,1.248790586,4261142528,4261142528,1471543802068,1471543802070,1471543677601,1471543677655,cadastro,cadastro 109,2,52
1.248774129,1.248778887,4261523456,4256260096,1471543803069,1471543803083,1471543678606,1471543678670,cadastro,cadastro 110,14,50
1.248757883,1.248757743,4256190464,4256190464,1471543804065,1471543804067,1471543679600,1471543679654,cadastro,cadastro 111,2,52
1.248735692,1.248735692,4256317440,4256317440,1471543805064,1471543805066,1471543680600,1471543680649,cadastro,cadastro 112,2,47
1.248702801,1.248702731,4256952320,4256952320,1471543806060,1471543806062,1471543681599,1471543681644,cadastro,cadastro 113,2,43
1.248664106,1.248664036,4256432128,4256432128,1471543807061,1471543807063,1471543682600,1471543682648,cadastro,cadastro 114,2,46
1.248642133,1.248641993,4256444416,4256444416,1471543808060,1471543808062,1471543683600,1471543683644,cadastro,cadastro 115,2,42
1.24860911,1.24860876,4256952320,4256952320,1471543809060,1471543809062,1471543684600,1471543684644,cadastro,cadastro 116,2,42
1.248581126,1.248580986,4256673792,4256673792,1471543810061,1471543810063,1471543685599,1471543685648,cadastro,cadastro 117,2,47
1.248548109,1.248548109,4256751616,4257005568,1471543811059,1471543811061,1471543686600,1471543686644,cadastro,cadastro 118,2,42
1.248525516,1.248525516,4257079296,4257079296,1471543812064,1471543812066,1471543687600,1471543687653,cadastro,cadastro 119,2,51
1.248503693,1.248503483,4257333248,4257067008,1471543813063,1471543813066,1471543688600,1471543688655,cadastro,cadastro 120,3,52
1.248487396,1.248487256,4257460224,4257460224,1471543814063,1471543814065,1471543689604,1471543689650,cadastro,cadastro 121,2,44
1.248483296,1.248483226,4257460224,4257460224,1471543814439,1471543814441,1471543689973,1471543690024,cadastro,cadastro 122,2,49
1.248480509,1.248480299,4257460224,4257460224,1471543814597,1471543814599,1471543690137,1471543690184,cadastro,cadastro 123,2,45
1.248480732,1.248480592,4257239040,4257619968,1471543814797,1471543814799,1471543690338,1471543690384,cadastro,cadastro 124,2,44
1.248480466,1.248480466,4257427456,4257427456,1471543815004,1471543815006,1471543690545,1471543690593,cadastro,cadastro 125,2,46
1.248475654,1.248475584,4257808384,4257808384,1471543815197,1471543815199,1471543690738,1471543690784,cadastro,cadastro 126,2,44
1.248475947,1.248475947,4257923072,4257923072,1471543815398,1471543815400,1471543690938,1471543690984,cadastro,cadastro 127,2,44
1.24847631,1.24847617,4257923072,4257923072,1471543815596,1471543815598,1471543691137,1471543691184,cadastro,cadastro 128,2,45
1.248471009,1.248470869,4257923072,4257923072,1471543815796,1471543815798,1471543691337,1471543691383,cadastro,cadastro 129,2,44
1.248471023,1.248470883,4258189312,4257923072,1471543815998,1471543816002,1471543691537,1471543691588,cadastro,cadastro 130,4,47
1.248471386,1.248471316,4258418688,4258418688,1471543816198,1471543816200,1471543691737,1471543691785,cadastro,cadastro 131,2,46
1.248460841,1.248460771,4258684928,4258684928,1471543816396,1471543816398,1471543691937,1471543691984,cadastro,cadastro 132,2,45
1.24845554,1.2484554,4259065856,4259065856,1471543816596,1471543816598,1471543692137,1471543692184,cadastro,cadastro 133,2,45
1.248455624,1.248455624,4258787328,4258787328,1471543816797,1471543816799,1471543692337,1471543692384,cadastro,cadastro 134,2,45
1.248450463,1.248455777,4258443264,4258697216,1471543816998,1471543817001,1471543692538,1471543692584,cadastro,cadastro 135,3,43
1.24845628,1.24845614,4258697216,4258951168,1471543817197,1471543817199,1471543692737,1471543692784,cadastro,cadastro 136,2,45
1.248456433,1.248456364,4258672640,4258672640,1471543817398,1471543817400,1471543692938,1471543692984,cadastro,cadastro 137,2,44
1.248451273,1.248451203,4258926592,4258926592,1471543817596,1471543817598,1471543693137,1471543693180,cadastro,cadastro 138,2,41
1.248451636,1.24845688,4259180544,4259180544,1471543817796,1471543817799,1471543693336,1471543693384,cadastro,cadastro 139,3,45
1.248451789,1.248457173,4259205120,4259004416,1471543817997,1471543817999,1471543693537,1471543693584,cadastro,cadastro 140,2,45
1.248452152,1.248452013,4259004416,4259004416,1471543818196,1471543818198,1471543693737,1471543693784,cadastro,cadastro 141,2,45
1.248441189,1.24844112,4259004416,4259004416,1471543818396,1471543818398,1471543693937,1471543693984,cadastro,cadastro 142,2,45
1.248436099,1.24843589,4259004416,4259004416,1471543818596,1471543818598,1471543694136,1471543694180,cadastro,cadastro 143,2,42
1.248436183,1.248441636,4258983936,4258983936,1471543818797,1471543818799,1471543694338,1471543694384,cadastro,cadastro 144,2,44
1.248442139,1.248442069,4259078144,4259078144,1471543818996,1471543818998,1471543694537,1471543694584,cadastro,cadastro 145,2,45
1.248436979,1.248436839,4259078144,4259459072,1471543819197,1471543819199,1471543694738,1471543694784,cadastro,cadastro 146,2,44
1.248431749,1.248431679,4259459072,4259459072,1471543819396,1471543819398,1471543694937,1471543694984,cadastro,cadastro 147,2,45
1.248437496,1.248437356,4259459072,4259840000,1471543819596,1471543819598,1471543695137,1471543695184,cadastro,cadastro 148,2,45
1.248443242,1.248443172,4259954688,4259954688,1471543819797,1471543819798,1471543695338,1471543695384,cadastro,cadastro 149,1,45
1.248443535,1.248443465,4259966976,4259966976,1471543819996,1471543819998,1471543695536,1471543695584,cadastro,cadastro 150,2,46
1.248454804,1.248454665,4260347904,4260347904,1471543820196,1471543820199,1471543695737,1471543695784,cadastro,cadastro 151,3,44
1.248455098,1.248455028,4260347904,4260347904,1471543820396,1471543820398,1471543695937,1471543695984,cadastro,cadastro 152,2,45
1.248455391,1.248455321,4260347904,4260347904,1471543820596,1471543820598,1471543696137,1471543696184,cadastro,cadastro 153,2,45
1.248444499,1.248444359,4260347904,4260347904,1471543820796,1471543820798,1471543696337,1471543696384,cadastro,cadastro 154,2,45
1.248439479,1.248439269,4260855808,4260855808,1471543820997,1471543820999,1471543696537,1471543696584,cadastro,cadastro 155,2,45
1.248439632,1.248439493,4260970496,4260970496,1471543821197,1471543821199,1471543696737,1471543696784,cadastro,cadastro 156,2,45
1.248439786,1.248439646,4260970496,4261732352,1471543821398,1471543821400,1471543696938,1471543696984,cadastro,cadastro 157,2,44
1.248434487,1.248434487,4261732352,4261732352,1471543821598,1471543821600,1471543697139,1471543697185,cadastro,cadastro 158,2,44
1.248429397,1.248429327,4261732352,4261732352,1471543821796,1471543821798,1471543697336,1471543697380,cadastro,cadastro 159,2,42
1.248424028,1.248429481,4261617664,4261617664,1471543821997,1471543822000,1471543697538,1471543697584,cadastro,cadastro 160,3,43
1.248418729,1.24841866,4261617664,4261998592,1471543822196,1471543822198,1471543697737,1471543697784,cadastro,cadastro 161,2,45
1.248408048,1.248407839,4261998592,4261998592,1471543822396,1471543822398,1471543697937,1471543697980,cadastro,cadastro 162,2,41
1.24840268,1.24840268,4262379520,4262379520,1471543822596,1471543822598,1471543698136,1471543698184,cadastro,cadastro 163,2,46
1.248391789,1.248397102,4262760448,4262760448,1471543822797,1471543822799,1471543698338,1471543698384,cadastro,cadastro 164,2,44
1.24838649,1.248391594,4263014400,4263014400,1471543822998,1471543823001,1471543698537,1471543698584,cadastro,cadastro 165,3,44
1.248398038,1.248397968,4263014400,4263014400,1471543823197,1471543823198,1471543698737,1471543698784,cadastro,cadastro 166,1,46
1.248388404,1.248388125,4263129088,4263129088,1471543823396,1471543823398,1471543698937,1471543698984,cadastro,cadastro 167,2,45
1.248388488,1.248388419,4263383040,4263383040,1471543823596,1471543823598,1471543699137,1471543699184,cadastro,cadastro 168,2,45
1.248388712,1.248388712,4263383040,4263383040,1471543823796,1471543823798,1471543699337,1471543699384,cadastro,cadastro 169,2,45
1.248383344,1.248383344,4263141376,4263141376,1471543823996,1471543823998,1471543699537,1471543699584,cadastro,cadastro 170,2,45
1.248394891,1.248394752,4267110400,4267110400,1471543824197,1471543824199,1471543699737,1471543699784,cadastro,cadastro 171,2,45
1.248417412,1.248417412,4272005120,4272005120,1471543824396,1471543824398,1471543699937,1471543699984,cadastro,cadastro 172,2,45
1.248423227,1.248423227,4264140800,4264140800,1471543824596,1471543824598,1471543700137,1471543700184,cadastro,cadastro 173,2,45
1.248418069,1.248417999,4263874560,4263874560,1471543824795,1471543824797,1471543700336,1471543700380,cadastro,cadastro 174,2,42
1.248418153,1.248417873,4263776256,4263776256,1471543824997,1471543825000,1471543700537,1471543700584,cadastro,cadastro 175,3,44
1.248407612,1.248407472,4263776256,4263776256,1471543825196,1471543825198,1471543700737,1471543700784,cadastro,cadastro 176,2,45
1.248401965,1.248401825,4263776256,4263776256,1471543825401,1471543825403,1471543700941,1471543700988,cadastro,cadastro 177,2,45
1.248402328,1.248402258,4267970560,4267970560,1471543825596,1471543825598,1471543701137,1471543701184,cadastro,cadastro 178,2,45
1.248391439,1.248391439,4267970560,4267970560,1471543825796,1471543825797,1471543701337,1471543701380,cadastro,cadastro 179,1,42
1.248397184,1.248397045,4267843584,4267843584,1471543825996,1471543825998,1471543701537,1471543701583,cadastro,cadastro 180,2,44
1.248391817,1.248391747,4267896832,4267896832,1471543826195,1471543826197,1471543701736,1471543701780,cadastro,cadastro 181,2,42
1.248403014,1.248403014,4267896832,4267896832,1471543826396,1471543826398,1471543701937,1471543701984,cadastro,cadastro 182,2,45
1.248397576,1.248397576,4267896832,4267896832,1471543826597,1471543826599,1471543702138,1471543702184,cadastro,cadastro 183,2,44
1.248392349,1.248392349,4267896832,4267896832,1471543826796,1471543826798,1471543702336,1471543702380,cadastro,cadastro 184,2,42
1.248386981,1.248386981,4267843584,4267843584,1471543826996,1471543826998,1471543702537,1471543702584,cadastro,cadastro 185,2,45
1.248381754,1.248381684,4267843584,4267843584,1471543827197,1471543827199,1471543702738,1471543702784,cadastro,cadastro 186,2,44
1.248376456,1.248376387,4267843584,4267843584,1471543827396,1471543827398,1471543702936,1471543702985,cadastro,cadastro 187,2,47
1.248382201,1.248381992,4267843584,4267843584,1471543827597,1471543827599,1471543703138,1471543703184,cadastro,cadastro 188,2,44
1.248371313,1.248371244,4267843584,4267843584,1471543827796,1471543827798,1471543703337,1471543703384,cadastro,cadastro 189,2,45
1.248366016,1.248371188,4267843584,4267843584,1471543827997,1471543828000,1471543703537,1471543703584,cadastro,cadastro 190,3,44
1.24836624,1.248366171,4267843584,4267843584,1471543828196,1471543828198,1471543703737,1471543703780,cadastro,cadastro 191,2,41
1.248371985,1.248371985,4268605440,4268605440,1471543828396,1471543828399,1471543703937,1471543703984,cadastro,cadastro 192,3,44
1.248361167,1.248361098,4268605440,4268605440,1471543828596,1471543828598,1471543704137,1471543704180,cadastro,cadastro 193,2,41
1.248355871,1.248355871,4268605440,4268605440,1471543828797,1471543828798,1471543704337,1471543704384,cadastro,cadastro 194,1,46
1.248350714,1.248350574,4268478464,4268478464,1471543828996,1471543828998,1471543704537,1471543704580,cadastro,cadastro 195,2,41
1.24836757,1.248372951,4268478464,4268478464,1471543829197,1471543829200,1471543704737,1471543704784,cadastro,cadastro 196,3,44
1.248367933,1.248367794,4268478464,4268478464,1471543829396,1471543829398,1471543704937,1471543704984,cadastro,cadastro 197,2,45
1.248368227,1.248368087,4268478464,4268478464,1471543829597,1471543829599,1471543705138,1471543705184,cadastro,cadastro 198,2,44
1.248373971,1.248373902,4268593152,4268593152,1471543829796,1471543829798,1471543705337,1471543705384,cadastro,cadastro 199,2,45
1.248368675,1.248368675,4268478464,4268478464,1471543829996,1471543829998,1471543705537,1471543705580,cadastro,cadastro 200,2,41
1.248363448,1.248363309,4268478464,4268478464,1471543830195,1471543830197,1471543705736,1471543705780,cadastro,cadastro 201,2,42
1.248358012,1.248357942,4268478464,4268478464,1471543830397,1471543830400,1471543705938,1471543705984,cadastro,cadastro 202,3,43
1.248363966,1.248363826,4268478464,4268478464,1471543830596,1471543830598,1471543706137,1471543706184,cadastro,cadastro 203,2,45
1.24835853,1.24835846,4268478464,4268478464,1471543830797,1471543830799,1471543706337,1471543706384,cadastro,cadastro 204,2,45
1.248347783,1.248352955,4268478464,4269240320,1471543830997,1471543831000,1471543706537,1471543706584,cadastro,cadastro 205,3,44
1.248353528,1.248358838,4269240320,4269240320,1471543831198,1471543831201,1471543706738,1471543706784,cadastro,cadastro 206,3,43
1.248353961,1.248353891,4269240320,4269240320,1471543831396,1471543831398,1471543706937,1471543706980,cadastro,cadastro 207,2,41
1.248348525,1.248348456,4269240320,4269240320,1471543831596,1471543831598,1471543707137,1471543707184,cadastro,cadastro 208,2,45
1.248343369,1.248343229,4269240320,4269240320,1471543831796,1471543831798,1471543707336,1471543707380,cadastro,cadastro 209,2,42
1.248349043,1.248348904,4269240320,4269240320,1471543831997,1471543832001,1471543707537,1471543707584,cadastro,cadastro 210,4,43
1.248349267,1.248349198,4269240320,4269240320,1471543832197,1471543832199,1471543707737,1471543707784,cadastro,cadastro 211,2,45
1.248349561,1.248349561,4269240320,4269240320,1471543832397,1471543832399,1471543707937,1471543707984,cadastro,cadastro 212,2,45
1.248338746,1.248338746,4269240320,4269240320,1471543832596,1471543832598,1471543708137,1471543708184,cadastro,cadastro 213,2,45
1.2483389,1.24833883,4269240320,4269240320,1471543832796,1471543832799,1471543708337,1471543708384,cadastro,cadastro 214,3,44
1.248344714,1.248344644,4269367296,4269367296,1471543832997,1471543832999,1471543708538,1471543708584,cadastro,cadastro 215,2,44
1.248333968,1.248333968,4269367296,4269367296,1471543833196,1471543833197,1471543708736,1471543708780,cadastro,cadastro 216,1,43
1.248328882,1.248328812,4269977600,4269977600,1471543833396,1471543833398,1471543708937,1471543708983,cadastro,cadastro 217,2,44
1.248329037,1.248329037,4269977600,4269977600,1471543833596,1471543833598,1471543709137,1471543709184,cadastro,cadastro 218,2,45
1.248323811,1.248329121,4269977600,4269977600,1471543833798,1471543833800,1471543709337,1471543709384,cadastro,cadastro 219,2,45
1.248324035,1.248323966,4270002176,4270002176,1471543833997,1471543833999,1471543709538,1471543709584,cadastro,cadastro 220,2,44
1.248318949,1.24831867,4270002176,4270002176,1471543834195,1471543834197,1471543709736,1471543709780,cadastro,cadastro 221,2,42
