cpu_inicio,cpu_final,memoria_inicio,memoria_final,tempo_chegada_server,tempo_saida_server,tempo_inicio_request,tempo_fim_request,tipo_request,id
1.250112557930521,1.2501122072512771,4295606272,4295606272,1471543749064,1471543749074,1471543624601,1471543624657,CADASTRO,Cadastro 0
1.250106455662106,1.2501119257033224,4295606272,4295606272,1471543749283,1471543749285,1471543624818,1471543624869,CADASTRO,Cadastro 1
1.2501136079297765,1.250113537795059,4295606272,4295606272,1471543749460,1471543749462,1471543625000,1471543625044,CADASTRO,Cadastro 2
1.2501084876288786,1.2501137471782044,4295606272,4295606272,1471543749659,1471543749661,1471543625199,1471543625244,CADASTRO,Cadastro 3
1.2501140968246887,1.2501194264590225,4295720960,4295720960,1471543749861,1471543749863,1471543625401,1471543625448,CADASTRO,Cadastro 4
1.2501197760529976,1.2501196357865894,4295606272,4295606272,1471543750060,1471543750062,1471543625601,1471543625648,CADASTRO,Cadastro 5
1.2501090457633097,1.2501089054993173,4295606272,4295606272,1471543750260,1471543750262,1471543625800,1471543625843,CADASTRO,Cadastro 6
1.2501148652007146,1.2501147950689955,4295606272,4295606272,1471543750459,1471543750462,1471543626000,1471543626044,CADASTRO,Cadastro 7
1.2501037844873082,1.2501037143568396,4295606272,4295606272,1471543750660,1471543750662,1471543626200,1471543626244,CADASTRO,Cadastro 8
1.2500931247458738,1.2500929143580635,4295606272,4295606272,1471543750860,1471543750862,1471543626399,1471543626444,CADASTRO,Cadastro 9
1.2500933342959826,1.250093194038655,4295606272,4295606272,1471543751060,1471543751062,1471543626600,1471543626644,CADASTRO,Cadastro 10
1.2500879340167756,1.2500934035862912,4295606272,4295606272,1471543751260,1471543751263,1471543626800,1471543626848,CADASTRO,Cadastro 11
1.2500884241175783,1.2500881436089202,4295606272,4295606272,1471543751461,1471543751464,1471543627001,1471543627048,CADASTRO,Cadastro 12
1.2500776246253196,1.2500774142474569,4295606272,4295606272,1471543751660,1471543751662,1471543627200,1471543627244,CADASTRO,Cadastro 13
1.250072154499989,1.2500720142499233,4295606272,4295606272,1471543751860,1471543751862,1471543627400,1471543627444,CADASTRO,Cadastro 14
1.2500666844716335,1.2500718032304263,4296081408,4273090560,1471543752060,1471543752069,1471543627600,1471543627669,CADASTRO,Cadastro 15
1.2500613547866095,1.2500613547866095,4273090560,4273090560,1471543752260,1471543752262,1471543627800,1471543627844,CADASTRO,Cadastro 16
1.2500560953171629,1.2500560251948798,4273090560,4273090560,1471543752460,1471543752462,1471543627999,1471543628048,CADASTRO,Cadastro 17
1.2500508359391773,1.250050695696416,4273090560,4273090560,1471543752660,1471543752662,1471543628200,1471543628244,CADASTRO,Cadastro 18
1.2500509757244487,1.2500508354829094,4273090560,4273090560,1471543752859,1471543752861,1471543628400,1471543628444,CADASTRO,Cadastro 19
