cpu_inicio,cpu_final,memoria_inicio,memoria_final,tempo_chegada_server,tempo_saida_server,tempo_inicio_request,tempo_fim_request,tipo_request,id
1.2268339578677683,1.2268337373856326,4268306432,4268306432,1471542307077,1471542307079,1471542182567,1471542182613,CADASTRO,Cadastro 144
1.226842999176668,1.226848769224432,4268306432,4268306432,1471542307126,1471542307127,1471542182616,1471542182662,CADASTRO,Cadastro 145
1.2268460499244895,1.2268458294412454,4268306432,4268306432,1471542307177,1471542307179,1471542182666,1471542182713,CADASTRO,Cadastro 146
1.2268430366602558,1.2268430366602558,4268306432,4268306432,1471542307229,1471542307231,1471542182717,1471542182766,CADASTRO,Cadastro 147
1.2268523718596782,1.226852224870754,4268306432,4268306432,1471542307277,1471542307279,1471542182767,1471542182813,CADASTRO,Cadastro 148
1.2268556430471307,1.2268554225636592,4268306432,4268306432,1471542307325,1471542307329,1471542182816,1471542182864,CADASTRO,Cadastro 149
1.2268704541758098,1.226870380680623,4268306432,4268306432,1471542307377,1471542307379,1471542182867,1471542182913,CADASTRO,Cadastro 150
1.2268731373459332,1.2268730638507748,4268306432,4268306432,1471542307433,1471542307435,1471542182917,1471542182969,CADASTRO,Cadastro 151
1.2268824723904004,1.2268824723904004,4268306432,4268306432,1471542307481,1471542307483,1471542182966,1471542183017,CADASTRO,Cadastro 152
1.226885669984,1.2268855964884153,4268306432,4268306432,1471542307529,1471542307531,1471542183018,1471542183066,CADASTRO,Cadastro 153
1.22688908804993,1.2268947844721225,4268306432,4268306432,1471542307578,1471542307580,1471542183067,1471542183114,CADASTRO,Cadastro 154
1.226891991631902,1.226891991631902,4268306432,4268306432,1471542307629,1471542307631,1471542183117,1471542183165,CADASTRO,Cadastro 155
1.2268953361731292,1.2269011795592206,4268306432,4268306432,1471542307678,1471542307679,1471542183167,1471542183214,CADASTRO,Cadastro 156
1.226898460212837,1.226898239725827,4268306432,4268306432,1471542307729,1471542307731,1471542183217,1471542183265,CADASTRO,Cadastro 157
1.2269016577336629,1.2269015842379503,4268306432,4268306432,1471542307777,1471542307779,1471542183266,1471542183313,CADASTRO,Cadastro 158
1.22689871791232,1.2268986444169627,4268306432,4268306432,1471542307829,1471542307831,1471542183317,1471542183365,CADASTRO,Cadastro 159
1.2269019154175993,1.226907758748652,4268306432,4268306432,1471542307877,1471542307879,1471542183368,1471542183415,CADASTRO,Cadastro 160
1.2269051129083408,1.2269049659175408,4268306432,4268290048,1471542307926,1471542307928,1471542183417,1471542183462,CADASTRO,Cadastro 161
1.2269083103845162,1.2269082368890878,4268290048,4268290048,1471542307977,1471542307979,1471542183466,1471542183513,CADASTRO,Cadastro 162
1.2269111403689692,1.2269111403689692,4268290048,4268290048,1471542308029,1471542308031,1471542183517,1471542183565,CADASTRO,Cadastro 163
1.226914558302255,1.2269144113113555,4268290048,4268290048,1471542308077,1471542308079,1471542183567,1471542183613,CADASTRO,Cadastro 164
1.2269176087437614,1.2269175352482904,4268290048,4268290048,1471542308129,1471542308131,1471542183617,1471542183665,CADASTRO,Cadastro 165
1.2269145954369804,1.2269145954369804,4268290048,4268290048,1471542308181,1471542308183,1471542183671,1471542183717,CADASTRO,Cadastro 166
1.2269232686101788,1.2269231951147646,4268290048,4268290048,1471542308239,1471542308241,1471542183718,1471542183775,CADASTRO,Cadastro 167
1.2269377114542266,1.2269376379581587,4268851200,4268851200,1471542308296,1471542308298,1471542183771,1471542183832,CADASTRO,Cadastro 168
1.2269403943281247,1.2269403208320853,4268851200,4268851200,1471542308356,1471542308359,1471542183828,1471542183893,CADASTRO,Cadastro 169
1.2269487733747013,1.2269486998783634,4268851200,4268851200,1471542308419,1471542308421,1471542183939,1471542183992,CADASTRO,Cadastro 170
1.2269489203673771,1.226948846871025,4268851200,4268851200,1471542308417,1471542308419,1471542183889,1471542183993,CADASTRO,Cadastro 171
1.226953661096431,1.226953661096431,4268851200,4268851200,1471542308438,1471542308439,1471542183966,1471542184015,CADASTRO,Cadastro 172
1.2269553884558064,1.2269553884558064,4268851200,4268851200,1471542308512,1471542308514,1471542184034,1471542184049,CADASTRO,Cadastro 173
1.226953110071463,1.2269529630792135,4268851200,4268851200,1471542308553,1471542308555,1471542184075,1471542184128,CADASTRO,Cadastro 174
1.2269630324306462,1.2269628119408793,4268851200,4268851200,1471542308589,1471542308593,1471542184117,1471542184168,CADASTRO,Cadastro 175
1.226966082682921,1.226966082682921,4268851200,4268851200,1471542308641,1471542308642,1471542184169,1471542184218,CADASTRO,Cadastro 176
1.2269749760216513,1.2269749760216513,4268851200,4268851200,1471542308691,1471542308693,1471542184219,1471542184270,CADASTRO,Cadastro 177
1.2269782467212593,1.2269782467212593,4268851200,4268851200,1471542308743,1471542308745,1471542184271,1471542184322,CADASTRO,Cadastro 178
1.2269871399873011,1.2269870664899685,4269907968,4269907968,1471542308795,1471542308796,1471542184323,1471542184375,CADASTRO,Cadastro 179
1.2269901901523923,1.2269901901523923,4269907968,4269907968,1471542308845,1471542308847,1471542184373,1471542184427,CADASTRO,Cadastro 180
1.2269993038378288,1.2270051468792929,4269907968,4269907968,1471542308898,1471542308899,1471542184426,1471542184480,CADASTRO,Cadastro 181
1.2270080499903315,1.2270139665137378,4269854720,4269854720,1471542308951,1471542308952,1471542184478,1471542184533,CADASTRO,Cadastro 182
1.2270111735809053,1.2270111735809053,4269703168,4269703168,1471542309003,1471542309005,1471542184531,1471542184588,CADASTRO,Cadastro 183
1.227008086669926,1.227008086669926,4269703168,4269703168,1471542309058,1471542309059,1471542184578,1471542184643,CADASTRO,Cadastro 184
1.2270109162544856,1.2270109162544856,4269703168,4269703168,1471542309112,1471542309114,1471542184632,1471542184697,CADASTRO,Cadastro 185
1.2270141133128618,1.2270140398151597,4269703168,4269703168,1471542309166,1471542309168,1471542184687,1471542184751,CADASTRO,Cadastro 186
1.2270161343942192,1.2270161343942192,4269703168,4269703168,1471542309233,1471542309235,1471542184717,1471542184808,CADASTRO,Cadastro 187
1.227031605277844,1.2270314582811466,4269703168,4269703168,1471542309279,1471542309281,1471542184767,1471542184860,CADASTRO,Cadastro 188
1.2270287388484888,1.2270345082715295,4269703168,4269703168,1471542309329,1471542309331,1471542184817,1471542184915,CADASTRO,Cadastro 189
1.2270315683446142,1.2270314948466137,4269703168,4269703168,1471542309384,1471542309386,1471542184868,1471542184970,CADASTRO,Cadastro 190
1.2270345448221178,1.2270401672184619,4269703168,4269703168,1471542309439,1471542309441,1471542184917,1471542185022,CADASTRO,Cadastro 191
1.2270432906632749,1.2270432906632749,4269703168,4269703168,1471542309492,1471542309494,1471542184971,1471542185078,CADASTRO,Cadastro 192
1.2270406447292856,1.2270406447292856,4269703168,4269703168,1471542309544,1471542309546,1471542185024,1471542185133,CADASTRO,Cadastro 193
1.2270373373278431,1.2270372638302263,4269703168,4269703168,1471542309600,1471542309602,1471542185077,1471542185190,CADASTRO,Cadastro 194
1.2270464505859735,1.2270522934184527,4269703168,4269703168,1471542309649,1471542309651,1471542185131,1471542185246,CADASTRO,Cadastro 195
1.227055343306489,1.227055343306489,4269703168,4269703168,1471542309705,1471542309707,1471542185180,1471542185303,CADASTRO,Cadastro 196
1.2270653384634755,1.2270653384634755,4269703168,4269703168,1471542309738,1471542309740,1471542185266,1471542185312,CADASTRO,Cadastro 197
1.2270635009958966,1.2270635009958966,4269703168,4269703168,1471542309770,1471542309771,1471542185236,1471542185349,CADASTRO,Cadastro 198
1.2270670653306865,1.227066844834738,4269703168,4269703168,1471542309817,1471542309819,1471542185337,1471542185402,CADASTRO,Cadastro 199
1.2270696006700348,1.2270693801742567,4269703168,4269703168,1471542309877,1471542309879,1471542185367,1471542185413,CADASTRO,Cadastro 200
1.2270725769865862,1.2270725034879888,4269703168,4269703168,1471542309929,1471542309931,1471542185417,1471542185465,CADASTRO,Cadastro 201
1.2270838949970653,1.227083674499383,4269703168,4269703168,1471542309939,1471542309944,1471542185468,1471542185516,CADASTRO,Cadastro 202
1.227087091767359,1.2270870182680937,4269830144,4269830144,1471542309989,1471542309990,1471542185517,1471542185525,CADASTRO,Cadastro 203
